"","Date","Actual","Concensus","Predictor","GBPUSD daily return","GBPUSD jump return","EURUSD daily return","EURUSD jump return"
"88",2008-02-01,-22000,55000,-77000,-1.11161410391831,-0.886739218057231,-0.35019193211665,-0.342764970764176
"89",2008-01-04,82000,70000,12000,-0.0405617806621628,0.33426183844012,0.0678380028491965,0.529819318027447
"90",2007-12-07,115000,70000,45000,0.192355117139353,-0.11313886565989,0.0956480153036843,-0.034141345168992
"91",2007-11-02,170000,80000,90000,0.538979788257943,-0.115135524106491,0.540765391014975,0.0690321689907458
"92",2007-10-05,96000,1e+05,-4000,0.161891679748805,-0.264770777151258,-0.00707563857638149,-0.452937013446564
"93",2007-09-07,93000,108000,-15000,0.257031288616494,0.410545580452082,0.569883831372842,0.525816110421395
"94",2007-08-03,68000,135000,-67000,0.230799450009833,0.0245664029872916,0.635175585894743,0.204498977505119
"95",2007-07-06,69000,120000,-51000,-0.0149157261472577,-0.0646830530400822,0.228092119785162,0.0294204177699431
"96",2007-06-01,190000,140000,50000,0.100999899000098,0.0353857041755168,-0.0446096654275085,-0.111615447577951
"97",2007-05-04,80000,1e+05,-20000,0.296915102410544,0.201308505284348,0.324723247232472,0.236005605133105
"98",2007-04-06,177000,118000,59000,-0.339877238370623,-0.238602903848106,-0.424454538684937,-0.342797525896132
"99",2007-03-09,97000,110000,-13000,0.155529058012327,-0.0983233285034024,-0.152299725860494,-0.395377128953767
